number,date,title,location,topic,all instruments,main instrument,other instruments,mood,beard,genre,all styles,main style,other styles,noun,proper noun,length,inKey,tempo,videoID,layerorder,yearmonth,yearweek,datetimemonth,mood_sorted,score,location_grp,mood score
1569,18.04.2013,"Today, We Clean the Space",Brooklyn Studio,Life,"Piano, Bass, Drums",Piano,"Bass, Drums",Silly,Clean,Rock,"Rambling, Funny",Rambling,Funny,,,67,C,106,https://www.youtube.com/watch?v=RtfCb3CZcu0,"Background, Location, Mood, Topic, Instrument, Beard",2013-04,2013-15,01.04.2013,11. Silly,1,Brooklyn Studio,1
1570,19.04.2013,NOT the SAME PLACE,Bushwick,Internet,Ukulele,Ukulele,,Silly,Clean,Folk,"Educational, Funny, Dark",Educational,"Funny, Dark",,"Czech Republic, Chechnya",62,G,96,https://www.youtube.com/watch?v=OrfkybkDE-Q,"Background, Location, Mood, Topic, Instrument, Beard",2013-04,2013-15,01.04.2013,11. Silly,1,NYC,1
1571,20.04.2013,Sounds of the City,Bushwick,Poetic,Guitalele,Guitalele,,Pensive,Clean,Folk,"Delicate, Rough",Delicate,Rough,,,184,Am,92,https://www.youtube.com/watch?v=9BlMksIKBtE,"Background, Location, Mood, Topic, Instrument, Beard",2013-04,2013-15,01.04.2013,04. Pensive,,NYC,
1572,21.04.2013,Scientists Might Have Found Earth 2.0,Bushwick,Science,Guitalele,Guitalele,,Hopeful,Clean,Folk,"Hopeful, Soulful, Melody",Hopeful,"Soulful, Melody",,NASA,131,A,115,https://www.youtube.com/watch?v=M-v6Lm9yuqw,"Background, Location, Mood, Topic, Instrument, Beard",2013-04,2013-16,01.04.2013,10. Hopeful,1,NYC,1
1573,22.04.2013,My Comment to the TSA,Brooklyn Studio,Politics,"Organ, Electric Guitar, Bass, Drums",Organ,"Electric Guitar, Bass, Drums",Intense,Clean,Rock,"Frustrated, Dark",Frustrated,Dark,,TSA,138,C,105,https://www.youtube.com/watch?v=OOJ3na-PhNw,"Background, Location, Mood, Topic, Instrument, Beard",2013-04,2013-16,01.04.2013,07. Intense,,Brooklyn Studio,
1574,23.04.2013,I'm Sure Your Gods'll Save You,Bushwick,TV,Guitalele,Guitalele,,Intense,Shadow,Folk,"Dark, Fun, Anthem, Soulful",Dark,"Fun, Anthem, Soulful",,Game of Thrones,170,Dm,130,https://www.youtube.com/watch?v=ILDNcdXSSk0,"Background, Location, Mood, Topic, Instrument, Beard",2013-04,2013-16,01.04.2013,07. Intense,,NYC,
1575,24.04.2013,Cold Fish,Brooklyn Studio,Poetic,Electric Guitar,Electric Guitar,,Chill,Shadow,Folk,"Dark, Delicate",Dark,Delicate,,,363,E,115,https://www.youtube.com/watch?v=sinBYjDwa8c,"Background, Location, Mood, Topic, Instrument, Beard",2013-04,2013-16,01.04.2013,09. Chill,,Brooklyn Studio,
1576,25.04.2013,Procrastinators Anthem,Brooklyn Studio,Life,"Synths, Drum Machine",Synths,Drum Machine,Tired,Shadow,Electro,"Light, Looming, Bouncy, Groovy",Light,"Looming, Bouncy, Groovy",,,94,F,100,https://www.youtube.com/watch?v=StInRWf53Qs,"Background, Location, Mood, Topic, Instrument, Beard",2013-04,2013-16,01.04.2013,06. Tired,,Brooklyn Studio,
1577,26.04.2013,12 Facts About George Jones,Brooklyn Studio,Pop Culture,"Acoustic Guitar, Electric Guitar, Bass, Drums",Acoustic Guitar,"Electric Guitar, Bass, Drums",Silly,Clean,Country,"Educational, Wistful",Educational,Wistful,,,126,E,90,https://www.youtube.com/watch?v=lsWpqWu_9wI,"Background, Location, Mood, Topic, Instrument, Beard",2013-04,2013-16,01.04.2013,11. Silly,1,Brooklyn Studio,1
1578,27.04.2013,The Blue Whale,Brooklyn Studio,Family,"Piano, Guitar, Bass, Drums",Piano,"Guitar, Bass, Drums",Happy,Shadow,Rock,"Light, Bouncy, Groovy, Dreamy, Hopeful",Light,"Bouncy, Groovy, Dreamy, Hopeful",,"natural History Museum, Blue Whale",76,C,122,https://www.youtube.com/watch?v=IHIxThq6zyA,"Background, Location, Mood, Topic, Instrument, Beard",2013-04,2013-16,01.04.2013,12. Happy,1,Brooklyn Studio,1
1579,28.04.2013,When It Rains You Feel It in Your Bones,Bushwick,Weather,Guitalele,Guitalele,,Pensive,Shadow,Folk,"Light, Delicate",Light,Delicate,,,233,Gm,100,https://www.youtube.com/watch?v=Y9Fl7bX2mL8,"Background, Location, Mood, Topic, Instrument, Beard",2013-04,2013-17,01.04.2013,04. Pensive,,NYC,
1580,29.04.2013,What Makes You Human,Brooklyn Studio,Poetic,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Pensive,Shadow,Rock,"Heavy, Wistful",Heavy,Wistful,,,506,F,95,https://www.youtube.com/watch?v=GR37CsBA8MU,"Background, Location, Mood, Topic, Instrument, Beard",2013-04,2013-17,01.04.2013,04. Pensive,,Brooklyn Studio,
1581,30.04.2013,The Truth of It,Brooklyn Studio,Poetic,"Electric Guitar, Bass, Percussion, Drums",Electric Guitar,"Bass, Percussion, Drums",Pensive,Clean,Folk,"Wistful, Delicate, Anthem",Wistful,"Delicate, Anthem",,,210,Eb,85,https://www.youtube.com/watch?v=mBiRZsGJ8L4,"Background, Location, Mood, Topic, Instrument, Beard",2013-04,2013-17,01.04.2013,04. Pensive,,Brooklyn Studio,
1582,01.05.2013,It's Too Nice Out to Play Video Games,Brooklyn Studio,Video Games,"Guitalele, Electric Guitar, Bass, Drums",Guitalele,"Electric Guitar, Bass, Drums",Sad,Shadow,Rock,"Delicate, Wistful, Soulful",Delicate,"Wistful, Soulful",,,283,Fm,94,https://www.youtube.com/watch?v=Kke6mqt6L34,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-17,01.05.2013,00. Angry,-1,Brooklyn Studio,-1
1583,02.05.2013,Feminazi's Stole My Ice Cream,Brooklyn Studio,Social Justice,"Piano, Electric Guitar, Bass, Drums",Piano,"Electric Guitar, Bass, Drums",Silly,Clean,Rock,"Dark, Looming, ",Dark,"Looming, ",,Scott Benson,132,F,92,https://www.youtube.com/watch?v=xxXfqkl21FM,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-17,01.05.2013,11. Silly,1,Brooklyn Studio,1
1584,03.05.2013,BKA,Brooklyn Studio,Notice Me,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Chill,Clean,Rock,"Cheesy, LIght",Cheesy,LIght,,,149,D,97,https://www.youtube.com/watch?v=Pb5rOyuuLyU,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-17,01.05.2013,09. Chill,,Brooklyn Studio,
1585,04.05.2013,I'm a Morning Person,Brooklyn Studio,Life,"Synths, Drum Machine",Synths,Drum Machine,Intense,Clean,Electro,"Weird, Funny",Weird,Funny,,,64,Fm,82,https://www.youtube.com/watch?v=1BBLjtL6KKs,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-17,01.05.2013,07. Intense,,Brooklyn Studio,
1586,05.05.2013,Brief History of Cinco de Mayo in Song,Bushwick,Educational,Baritone Ukulele,Baritone Ukulele,,Intense,Shadow,Folk,"Fun, Dark",Fun,Dark,,,128,Abm,115,https://www.youtube.com/watch?v=yeWp1BeEoK8,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-18,01.05.2013,07. Intense,,NYC,
1587,06.05.2013,Make Some Heart Out of This Art-Ache,Brooklyn Studio,Breakup,"Piano, Bass, Electric Drums",Piano,"Bass, Electric Drums",Hopeful,Shadow,Rock,"Dark, Wistful",Dark,Wistful,,,177,Em,84,https://www.youtube.com/watch?v=OzDhvz10rIo,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-18,01.05.2013,10. Hopeful,1,Brooklyn Studio,1
1588,07.05.2013,Charles Ramsey Auto-Tune,Brooklyn Studio,Remix,"Synths, Drum Machine",Synths,Drum Machine,Silly,Clean,Electro,"Anthem, Meldoy, Autotune",Anthem,"Meldoy, Autotune",,,108,Em,88,https://www.youtube.com/watch?v=_AG5iVRyGtk,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-18,01.05.2013,11. Silly,1,Brooklyn Studio,1
1589,08.05.2013,Stanley E. Cohen,Brooklyn Studio,Notice Me,"Piano, Electric Guitar, Bass, Drums",Piano,"Electric Guitar, Bass, Drums",Excited,Shadow,Rock,"Anthem, Catchy",Anthem,Catchy,,Stanley E. Cohen,172,F,76,https://www.youtube.com/watch?v=VqlW8WWy_oo,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-18,01.05.2013,13. Excited,1,Brooklyn Studio,1
1590,09.05.2013,You Gotta Touch His Frickin' Heart (Jeff Bliss Duncanville Remix),Brooklyn Studio,Remix,"Piano, Synths, Drum Machine",Piano,"Synths, Drum Machine",Excited,Clean,Electro,"Anthem, Catchy, Good, Melody, Fun, Funny",Anthem,"Catchy, Good, Melody, Fun, Funny",,,105,A,125,https://www.youtube.com/watch?v=R4MPRgHNLME,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-18,01.05.2013,13. Excited,1,Brooklyn Studio,1
1591,10.05.2013,"You Have to See the Good Stuff, Too",Brooklyn Studio,Poetic,"Organ, Piano, Electric Guitar, Bass, Drums",Organ,"Piano, Electric Guitar, Bass, Drums",Pensive,Clean,Rock,"Anthem, Dark, Wistful",Anthem,"Dark, Wistful",,,149,B,100,https://youtu.be/B3NAJsWINMk,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-18,01.05.2013,04. Pensive,,Brooklyn Studio,
1592,11.05.2013,FaceBook Ads Are Creepy,Brooklyn Studio,Internet,"Piano, Electric Guitar, Bass, Drums",Piano,"Electric Guitar, Bass, Drums",Scared,Clean,Rock,"Anthem, Funny, Frustrated",Anthem,"Funny, Frustrated",,FaceBook,77,F,80,https://www.youtube.com/watch?v=BgnoAtTYkYM,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-18,01.05.2013,,-1,Brooklyn Studio,-1
1593,12.05.2013,Treat Your Mother Right,Brooklyn Studio,Cover,Guitalele,Guitalele,,Silly,Shadow,Folk,"Anthem, Funny",Anthem,Funny,,Mr. T,129,Am,129,https://www.youtube.com/watch?v=2fs0YbnPY_4,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-19,01.05.2013,11. Silly,1,Brooklyn Studio,1
1594,13.05.2013,Bitchin' Camaro,Brooklyn Studio,Object,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Silly,Shadow,Rock,"Anthem, Fun, Hard, Heavy",Anthem,"Fun, Hard, Heavy",,Camaro,247,C,120,https://www.youtube.com/watch?v=JSCw4cLx4Io,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-19,01.05.2013,11. Silly,1,Brooklyn Studio,1
1595,14.05.2013,Sometimes a Weird Smell,Bushwick,Life,Ukulele,Ukulele,,Silly,Shadow,Folk,"Light, Funny",Light,Funny,,,127,C,82,https://www.youtube.com/watch?v=axItxoICesQ,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-19,01.05.2013,11. Silly,1,NYC,1
1596,15.05.2013,Gary the Walrus With ADD,Brooklyn Studio,Animals,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Silly,Shadow,Rock,"Light, Funny, Notice Me",Light,"Funny, Notice Me",,,99,G,95,https://www.youtube.com/watch?v=4HC807j4rzI,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-19,01.05.2013,11. Silly,1,Brooklyn Studio,1
1597,16.05.2013,Push on That Door,Brooklyn Studio,Exercise,"Synths, Drum Machine",Synths,Drum Machine,Intense,Clean,Electro,"Cheesy, Light, Rough",Cheesy,"Light, Rough",,,30,F,120,https://www.youtube.com/watch?v=51bsscn3av0,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-19,01.05.2013,07. Intense,,Brooklyn Studio,
1598,17.05.2013,Burt Reynolds Pose,Brooklyn Studio,Exercise,"Piano, Electric Guitar, Bass, Drums",Piano,"Electric Guitar, Bass, Drums",Intense,Clean,Rock,"Cheesy, Funny",Cheesy,Funny,,,65,F,120,https://www.youtube.com/watch?v=ds7MDxXDwxc,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-19,01.05.2013,07. Intense,,Brooklyn Studio,
1599,18.05.2013,Run for Your Life,Brooklyn Studio,Exercise,"Electric Guitar, Synths, Drum Machine",Electric Guitar,"Synths, Drum Machine",Intense,Clean,Electro,"Cheesy, Funny",Cheesy,Funny,Saber Tooth Tiger,,29,Db,120,https://www.youtube.com/watch?v=FKYhPLfXde8,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-19,01.05.2013,07. Intense,,Brooklyn Studio,
1600,19.05.2013,You're a Giraffe,Brooklyn Studio,Exercise,"Synths, Drums",Synths,Drums,Intense,Clean,Rock,"Cheesy, Funny",Cheesy,Funny,Giraffe,,30,Gm,92,https://www.youtube.com/watch?v=suonZfeAESo,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-20,01.05.2013,07. Intense,,Brooklyn Studio,
1601,20.05.2013,My Summer Plans,Brooklyn Studio,Life,"Electric Guitar, Organ, Bass, Drums",Electric Guitar,"Organ, Bass, Drums",Chill,Clean,Rock,"Dreamy, Narrative, Rough",Dreamy,"Narrative, Rough",,,230,F,84,https://www.youtube.com/watch?v=uUiW-xoQSfY,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-20,01.05.2013,09. Chill,,Brooklyn Studio,
1602,21.05.2013,You Don't Have to Be Good,Brooklyn Studio,Poetic,"Synths, Drum Machine, Drums",Synths,"Drum Machine, Drums",Pensive,Clean,Electro,"Dreamy, Personal, Heavy, Looming",Dreamy,"Personal, Heavy, Looming",,,181,F#,110,https://www.youtube.com/watch?v=7KDK7zp1jAI,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-20,01.05.2013,04. Pensive,,Brooklyn Studio,
1603,22.05.2013,Don't Say GIF,Brooklyn Studio,Internet,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Silly,Shadow,Rock,"Anthem, Funny",Anthem,Funny,,,72,A,118,https://www.youtube.com/watch?v=dqf1lhK2yjo,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-20,01.05.2013,11. Silly,1,Brooklyn Studio,1
1604,23.05.2013,Do My Thing,Bushwick,Song A Day,Guitalele,Guitalele,,Tired,Shadow,Folk,"Rough, Rambling",Rough,Rambling,,,39,Am,90,https://www.youtube.com/watch?v=zv2mZWoUG5k,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-20,01.05.2013,06. Tired,,NYC,
1605,24.05.2013,Under the Weight of Summer Marauders,Brooklyn Studio,Instrumental,"Banjo, Acoustic Guitar, Percussion, Drum Machine, Electric Guitar",Banjo,"Acoustic Guitar, Percussion, Drum Machine, Electric Guitar",Intense,Clean,Rock,"Rough, Heavy, Groovy, Driving",Rough,"Heavy, Groovy, Driving",,,89,E,125,https://www.youtube.com/watch?v=9yWgkAnSPFk,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-20,01.05.2013,07. Intense,,Brooklyn Studio,
1606,25.05.2013,We Will Never Stop,Severna Park,Poetic,Piano,Piano,,Chill,Shadow,Folk,"Delicate, Dark, Wistful",Delicate,"Dark, Wistful",,,169,C,97,https://www.youtube.com/watch?v=w5vTrrmtNH0,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-20,01.05.2013,09. Chill,,In-laws place,
1607,26.05.2013,I've Turned into Juice,Severna Park,Poetic,Piano,Piano,,Pensive,Shadow,Folk,"Delicate, Dark, Wistful",Delicate,"Dark, Wistful",,,153,C,105,https://www.youtube.com/watch?v=aIakPQCcii4,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-21,01.05.2013,04. Pensive,,In-laws place,
1608,27.05.2013,Llamas and Oranges,Brooklyn Studio,Animals,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Intense,Clean,Rock,"Heavy, Funny",Heavy,Funny,"Llamas, Oranges",,219,Am,125,https://www.youtube.com/watch?v=rF6YmhUbVHo,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-21,01.05.2013,07. Intense,,Brooklyn Studio,
1609,28.05.2013,Patreon Song,Brooklyn Studio,Internet,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Excited,Clean,Rock,"Funny, Heavy, Rough",Funny,"Heavy, Rough",Company,Patreon,359,B,105,https://www.youtube.com/watch?v=8t6zfI04eWk,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-21,01.05.2013,13. Excited,1,Brooklyn Studio,1
1610,29.05.2013,Macbeth on Broadway,Brooklyn Studio,Commission,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Excited,Clean,Rock,"Catchy, Soulful, Anthem",Catchy,"Soulful, Anthem",,Macbeth,134,C,110,https://www.youtube.com/watch?v=IOPYzJjMYXQ,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-21,01.05.2013,13. Excited,1,Brooklyn Studio,1
1611,30.05.2013,"Yeah, I Worry",Brooklyn Studio,Weather,"Acoustic Guitar, Drums",Acoustic Guitar,Drums,Pensive,Clean,Folk,"Soulful, Melody, Dreamy",Soulful,"Melody, Dreamy",,,229,G,150,https://www.youtube.com/watch?v=ZgZpofes07k,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-21,01.05.2013,04. Pensive,,Brooklyn Studio,
1612,31.05.2013,Last One Standing,Bushwick,Poetic,Guitalele,Guitalele,,Pensive,Clean,Folk,"Rambling, Delicate, Dark",Rambling,"Delicate, Dark",,,143,Em,90,https://www.youtube.com/watch?v=iFxR_3SsJ7c,"Background, Location, Mood, Topic, Instrument, Beard",2013-05,2013-21,01.05.2013,04. Pensive,,NYC,
1613,01.06.2013,Pigeon Poop,Park Slope,Animals,Baritone Ukulele,Baritone Ukulele,,Silly,Shadow,Folk,"Rambling, Fun",Rambling,Fun,Pigeon,,138,Eb,106,https://www.youtube.com/watch?v=k9ug5skGXjM,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-21,01.06.2013,11. Silly,1,NYC,1
1614,02.06.2013,Buy My Bed,Brooklyn Studio,Life,"Electric Guitar, Bass, Drums",Electric Guitar,"Bass, Drums",Pleading,Shadow,Rock,"Good, Light, Catchy, Plea, Soulful",Good,"Light, Catchy, Plea, Soulful",,,178,G,110,https://www.youtube.com/watch?v=OtT1inUGqyk,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-22,01.06.2013,08. Pleading,,Brooklyn Studio,
1615,03.06.2013,I Miss Playing Video Games,Brooklyn Studio,Life,"Organ, Electric Guitar, Bass, Drums",Organ,"Electric Guitar, Bass, Drums",Sad,Shadow,Rock,"Dark, Rough, Looming",Dark,"Rough, Looming",,,420,Am,80,https://www.youtube.com/watch?v=yaDVb6kpO8A,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-22,01.06.2013,00. Angry,-1,Brooklyn Studio,-1
1616,04.06.2013,Red Wedding Reactions,Brooklyn Studio,Twitter,"Piano, Electric Guitar, Bass, Drums",Piano,"Electric Guitar, Bass, Drums",Silly,Clean,Rock,"Fun, Funny",Fun,Funny,,Game of Thrones,121,Cm,105,https://www.youtube.com/watch?v=II3MM7WpSxE,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-22,01.06.2013,11. Silly,1,Brooklyn Studio,1
1617,05.06.2013,Ugly Animals,Brooklyn Studio,Animals,"Fake Horns, Organ, Bass, Drum Machine",Fake Horns,"Organ, Bass, Drum Machine",Silly,Clean,Rock,"Fun, Anthem, Catchy",Fun,"Anthem, Catchy",,,69,C,97,https://www.youtube.com/watch?v=ek9k4dUHym0,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-22,01.06.2013,11. Silly,1,Brooklyn Studio,1
1618,06.06.2013,SOHCAHTOA,Brooklyn Studio,Educational,"Acoustic Guitar, Bass, Drums",Acoustic Guitar,"Bass, Drums",Silly,Shadow,Rock,"Fun, Catchy, Anthem",Fun,"Catchy, Anthem","Math, Viral",,114,G,100,https://www.youtube.com/watch?v=PIWJo5uK3Fo,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-22,01.06.2013,11. Silly,1,Brooklyn Studio,1
1619,07.06.2013,Debbie Charter,Brooklyn Studio,Commission,"Synths, Drum Machine",Synths,Drum Machine,Chill,Shadow,Rock,"Fun, Lighht, Wistful",Fun,"Lighht, Wistful",,,201,G,85,https://www.youtube.com/watch?v=D7_S1HZLAGY,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-22,01.06.2013,09. Chill,,Brooklyn Studio,
1620,08.06.2013,Teenagers Are Moping,Park Slope,Life,Baritone Ukulele,Baritone Ukulele,,Tired,Shadow,Folk,"Rough, Rambling",Rough,Rambling,,,123,D,82,https://www.youtube.com/watch?v=y91Ej5yKcE0,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-22,01.06.2013,06. Tired,,NYC,
1621,09.06.2013,In the Days of 5 Alarms,Park Slope,Poetic,Baritone Ukulele,Baritone Ukulele,,Chill,Shadow,Folk,"Rambling, Delicate",Rambling,Delicate,,,147,C,70,https://www.youtube.com/watch?v=DPdPWe4ce_k,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-23,01.06.2013,09. Chill,,NYC,
1622,10.06.2013,Journals,Brooklyn Studio,Life,"Synths, Drum Machine",Synths,Drum Machine,Chill,Clean,Electro,"Vocoder, Rambling, Rough",Vocoder,"Rambling, Rough",,,323,F,70,https://www.youtube.com/watch?v=RdFPq3Dv_l8,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-23,01.06.2013,09. Chill,,Brooklyn Studio,
1623,11.06.2013,The NSA is Listening to You,Brooklyn Studio,Politics,"Guitalele, Electric Guitar, Bass, Drums",Guitalele,"Electric Guitar, Bass, Drums",Anxious,Clean,Folk,"Good, Hard, Soulful, Anthem",Good,"Hard, Soulful, Anthem",,NSA,189,A,86,https://www.youtube.com/watch?v=RL0YdQOPi5I,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-23,01.06.2013,02. Anxious,-1,Brooklyn Studio,-1
1624,12.06.2013,Oar Fish,Brooklyn Studio,Animals,"Synths, Drum Machine",Synths,Drum Machine,Silly,Clean,Electro,"Wistful, Anthem",Wistful,Anthem,Fish,Oar Fish,39,C,100,https://www.youtube.com/watch?v=BA6jiNCjOFA,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-23,01.06.2013,11. Silly,1,Brooklyn Studio,1
1625,13.06.2013,Abstract vs. Concrete Nouns (A Video Contest!),Brooklyn Studio,Educational,"Bass, Electric Guitar, Percussion, Drums",Bass,"Electric Guitar, Percussion, Drums",Silly,Clean,Rock,"Groovy, Cheesy, Funny",Groovy,"Cheesy, Funny",,Video shot by Ian Cinco,92,B,107,https://www.youtube.com/watch?v=dAvB1W8Idz4,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-23,01.06.2013,11. Silly,1,Brooklyn Studio,1
1626,14.06.2013,His Beard Will Grow and Grow,Brooklyn Studio,Friend,"Guitalele, Electric Guitar, Bass, Horns, Drums",Guitalele,"Electric Guitar, Bass, Horns, Drums",Happy,Clean,Soul,"Groovy, Soulful, Light, Fun",Groovy,"Soulful, Light, Fun",,,139,G,90,https://www.youtube.com/watch?v=qgeb7BvIg5Q,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-23,01.06.2013,12. Happy,1,Brooklyn Studio,1
1627,15.06.2013,Fight the Ninjas inside of Me,Montreal,Poetic,Piano,Piano,,Pensive,Shadow,Rock,"Anthem, Dark, Fun, Heavy",Anthem,"Dark, Fun, Heavy",Ninja,,139,G,140,https://www.youtube.com/watch?v=UO5_Mf4oirQ,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-23,01.06.2013,04. Pensive,,Traveling,
1628,16.06.2013,If This House Could Talk,Montreal,Poetic,Baritone Ukulele,Baritone Ukulele,,Chill,Shadow,Folk,"Rambling, Rough, Delicate",Rambling,"Rough, Delicate",,,174,Am,75,https://www.youtube.com/watch?v=BIrnzEf_pXs,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-24,01.06.2013,09. Chill,,Traveling,
1629,17.06.2013,stephen bruckert double jeopardy,Brooklyn Studio,Friend,"Electric Guitar, Synths, Drum Machine",Electric Guitar,"Synths, Drum Machine",Intense,Clean,Rock,"Hard, Rough, Looming",Hard,"Rough, Looming",Boxing,Stephen Bruckert,50,Em,82,https://www.youtube.com/watch?v=4GE-b-0AkME,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-24,01.06.2013,07. Intense,,Brooklyn Studio,
1630,18.06.2013,Steven Banks is Billy the Mime,Brooklyn Studio,Pop Culture,"Ukulele, Bass, Glockenspiel, Drums",Ukulele,"Bass, Glockenspiel, Drums",Chill,Clean,Rock,"Fun, Light",Fun,Light,,"Steven Banks, Billy The Mime",212,C,124,https://www.youtube.com/watch?v=jrnNs8f5c18,"Background, Location, Mood, Topic, Instrument, Beard",2013-06,2013-24,01.06.2013,09. Chill,,Brooklyn Studio,
